latitud,longitud
-34.150245,-70.367435
-34.150245,-70.367435
-34.14125048,-70.37069619
-34.13225595,-70.37395738
-34.12326143,-70.37721857
-34.1142669,-70.38047976
-34.10527238,-70.38374095
-34.09627786,-70.38700214
-34.08728333,-70.39026333
-34.07828881,-70.39352452
-34.06929428,-70.39678571
-34.06029976,-70.4000469
-34.05130524,-70.40330809
-34.04231071,-70.40656928
-34.03331619,-70.40983047
-34.02432166,-70.41309166
-34.01532714,-70.41635285
-34.00633262,-70.41961404
-33.99733809,-70.42287523
-33.98834357,-70.42613642
-33.97934904,-70.42939761
-33.97035452,-70.4326588
-33.96136,-70.43591999
-33.95236547,-70.43918118
-33.94337095,-70.44244237
-33.93437642,-70.44570356
-33.9253819,-70.44896475
-33.91638738,-70.45222594
-33.90739285,-70.45548713
-33.89839833,-70.45874832
-33.8894038,-70.46200951
-33.88040928,-70.4652707
-33.87141476,-70.46853189
-33.86242023,-70.47179308
-33.85342571,-70.47505427
-33.84443118,-70.47831546
-33.83543666,-70.48157665
-33.82644214,-70.48483784
-33.81744761,-70.48809903
-33.80845309,-70.49136022
-33.79945856,-70.49462141
-33.79046404,-70.4978826
-33.78146952,-70.50114379
-33.77247499,-70.50440498
-33.76348047,-70.50766617
-33.75448594,-70.51092736
-33.74549142,-70.51418855
-33.7364969,-70.51744974
-33.72750237,-70.52071093
-33.71850785,-70.52397212
-33.70951332,-70.52723331
-33.7005188,-70.5304945
-33.69152428,-70.53375569
-33.68252975,-70.53701688
-33.67353523,-70.54027807
-33.6645407,-70.54353926
-33.65554618,-70.54680045
-33.64655166,-70.55006164
-33.63755713,-70.55332283
-33.62856261,-70.55658402
-33.61956808,-70.55984521
-33.61057356,-70.5631064
-33.60157904,-70.56636759
-33.59258451,-70.56962878
-33.58358999,-70.57288997
-33.57459546,-70.57615116
-33.56560094,-70.57941235
-33.55660642,-70.58267354
-33.54761189,-70.58593473
-33.53861737,-70.58919592
-33.52962284,-70.59245711
-33.52062832,-70.5957183
-33.5116338,-70.59897949
-33.50263927,-70.60224068
-33.49364475,-70.60550187
-33.48465022,-70.60876306
-33.4756557,-70.61202425
-33.46666118,-70.61528544
-33.45766665,-70.61854663
-33.44867213,-70.62180782
-33.4396776,-70.62506901
-33.43068308,-70.6283302
-33.42168856,-70.63159139
-33.41269403,-70.63485258
-33.40369951,-70.63811377
-33.39470498,-70.64137496
-33.38571046,-70.64463615
-33.37671594,-70.64789734
-33.36772141,-70.65115853
-33.35872689,-70.65441972
-33.34973236,-70.65768091
-33.34073784,-70.6609421
-33.33174332,-70.66420329
-33.32274879,-70.66746448
-33.31375427,-70.67072567
-33.30475974,-70.67398686
-33.29576522,-70.67724805
-33.2867707,-70.68050924
-33.27777617,-70.68377043
-33.26878165,-70.68703162
-33.25978712,-70.69029281
-33.2507926,-70.693554
-33.24179808,-70.69681519
-33.23280355,-70.70007638
-33.22380903,-70.70333757
-33.2148145,-70.70659876
-33.20581998,-70.70985995
-33.19682546,-70.71312114
-33.18783093,-70.71638233
-33.17883641,-70.71964352
-33.16984188,-70.72290471
-33.16084736,-70.7261659
-33.15185284,-70.72942709
-33.14285831,-70.73268828
-33.13386379,-70.73594947
-33.12486926,-70.73921066
-33.11587474,-70.74247185
-33.10688022,-70.74573304
-33.09788569,-70.74899423
-33.08889117,-70.75225542
-33.07989664,-70.75551661
-33.07090212,-70.7587778
-33.0619076,-70.76203899
-33.05291307,-70.76530018
-33.04391855,-70.76856137
-33.03492402,-70.77182256
-33.0259295,-70.77508375
-33.01693498,-70.77834494
-33.00794045,-70.78160613
-32.99894593,-70.78486732
-32.9899514,-70.78812851
-32.98095688,-70.7913897
-32.97196236,-70.79465089
-32.96296783,-70.79791208
-32.95397331,-70.80117327
-32.94497878,-70.80443446
-32.93598426,-70.80769565
-32.92698974,-70.81095684
-32.91799521,-70.81421803
-32.90900069,-70.81747922
-32.90000616,-70.82074041
-32.89101164,-70.8240016
-32.88201712,-70.82726279
-32.87302259,-70.83052398
-32.86402807,-70.83378517
-32.85503354,-70.83704636
-32.84603902,-70.84030755
-32.8370445,-70.84356874
-32.82804997,-70.84682993
-32.81905545,-70.85009112
-32.81006092,-70.85335231
-32.8010664,-70.8566135
-32.79207188,-70.85987469
-32.78307735,-70.86313588
-32.77408283,-70.86639707
-32.7650883,-70.86965826
-32.75609378,-70.87291945
-32.74709926,-70.87618064
-32.73810473,-70.87944183
-32.72911021,-70.88270302
-32.72011568,-70.88596421
-32.71112116,-70.8892254
-32.70212664,-70.89248659
-32.69313211,-70.89574778
-32.68413759,-70.89900897
-32.67514306,-70.90227016
-32.66614854,-70.90553135
-32.65715402,-70.90879254
-32.64815949,-70.91205373
-32.63916497,-70.91531492
-32.63017044,-70.91857611
-32.62117592,-70.9218373
-32.6121814,-70.92509849
-32.60318687,-70.92835968
-32.59419235,-70.93162087
-32.58519782,-70.93488206
-32.5762033,-70.93814325
-32.56720878,-70.94140444
-32.55821425,-70.94466563
-32.54921973,-70.94792682
-32.5402252,-70.95118801
-32.53123068,-70.9544492
-32.52223616,-70.95771039
-32.51324163,-70.96097158
-32.50424711,-70.96423277
-32.49525258,-70.96749396
-32.48625806,-70.97075515
-32.47726354,-70.97401634
-32.46826901,-70.97727753
-32.45927449,-70.98053872
-32.45027996,-70.98379991
-32.44128544,-70.9870611
-32.43229092,-70.99032229
-32.42329639,-70.99358348
-32.41430187,-70.99684467
-32.40530734,-71.00010586
-32.39631282,-71.00336705
-32.3873183,-71.00662824
-32.37832377,-71.00988943
-32.36932925,-71.01315062
-32.36033472,-71.01641181
-32.3513402,-71.019673
-32.34234568,-71.02293419
-32.33335115,-71.02619538
-32.32435663,-71.02945657
-32.3153621,-71.03271776
-32.30636758,-71.03597895
-32.29737306,-71.03924014
-32.28837853,-71.04250133
-32.27938401,-71.04576252
-32.27038948,-71.04902371
-32.26139496,-71.0522849
-32.25240044,-71.05554609
-32.24340591,-71.05880728
-32.23441139,-71.06206847
-32.22541686,-71.06532966
-32.21642234,-71.06859085
-32.20742782,-71.07185204
-32.19843329,-71.07511323
-32.18943877,-71.07837442
-32.18044424,-71.08163561
-32.17144972,-71.0848968
-32.1624552,-71.08815799
-32.15346067,-71.09141918
-32.14446615,-71.09468037
-32.13547162,-71.09794156
-32.1264771,-71.10120275
-32.11748258,-71.10446394
-32.10848805,-71.10772513
-32.09949353,-71.11098632
-32.090499,-71.11424751
-32.08150448,-71.1175087
-32.07250996,-71.12076989
-32.06351543,-71.12403108
-32.05452091,-71.12729227
-32.04552638,-71.13055346
-32.03653186,-71.13381465
-32.02753734,-71.13707584
-32.01854281,-71.14033703
-32.00954829,-71.14359822
-32.00055376,-71.14685941
-31.99155924,-71.1501206
-31.98256472,-71.15338179
-31.97357019,-71.15664298
-31.96457567,-71.15990417
-31.95558114,-71.16316536
-31.94658662,-71.16642655
-31.9375921,-71.16968774
-31.92859757,-71.17294893
-31.91960305,-71.17621012
-31.91060852,-71.17947131
-31.901614,-71.1827325
-31.89261948,-71.18599369
-31.88362495,-71.18925488
-31.87463043,-71.19251607
-31.8656359,-71.19577726
-31.85664138,-71.19903845
-31.84764686,-71.20229964
-31.83865233,-71.20556083
-31.82965781,-71.20882202
-31.82066328,-71.21208321
-31.81166876,-71.2153444
-31.80267424,-71.21860559
-31.79367971,-71.22186678
-31.78468519,-71.22512797
-31.77569066,-71.22838916
-31.76669614,-71.23165035
-31.75770162,-71.23491154
-31.74870709,-71.23817273
-31.73971257,-71.24143392
-31.73071804,-71.24469511
-31.72172352,-71.2479563
-31.712729,-71.25121749
-31.70373447,-71.25447868
-31.69473995,-71.25773987
-31.68574542,-71.26100106
-31.6767509,-71.26426225
-31.66775638,-71.26752344
-31.65876185,-71.27078463
-31.64976733,-71.27404582
-31.6407728,-71.27730701
-31.63177828,-71.2805682
-31.62278376,-71.28382939
-31.61378923,-71.28709058
-31.60479471,-71.29035177
-31.59580018,-71.29361296
-31.58680566,-71.29687415
-31.57781114,-71.30013534
-31.56881661,-71.30339653
-31.55982209,-71.30665772
-31.55082756,-71.30991891
-31.54183304,-71.3131801
-31.53283852,-71.31644129
-31.52384399,-71.31970248
-31.51484947,-71.32296367
-31.50585494,-71.32622486
-31.49686042,-71.32948605
-31.4878659,-71.33274724
-31.47887137,-71.33600843
-31.46987685,-71.33926962
-31.46088232,-71.34253081
-31.4518878,-71.345792
-31.44289328,-71.34905319
-31.43389875,-71.35231438
-31.42490423,-71.35557557
-31.4159097,-71.35883676
-31.40691518,-71.36209795
-31.39792066,-71.36535914
-31.38892613,-71.36862033
-31.37993161,-71.37188152
-31.37093708,-71.37514271
-31.36194256,-71.3784039
-31.35294804,-71.38166509
-31.34395351,-71.38492628
-31.33495899,-71.38818747
-31.32596446,-71.39144866
-31.31696994,-71.39470985
-31.30797542,-71.39797104
-31.29898089,-71.40123223
-31.28998637,-71.40449342
-31.28099184,-71.40775461
-31.27199732,-71.4110158
-31.2630028,-71.41427699
-31.25400827,-71.41753818
-31.24501375,-71.42079937
-31.23601922,-71.42406056
-31.2270247,-71.42732175
-31.21803018,-71.43058294
-31.20903565,-71.43384413
-31.20004113,-71.43710532
-31.1910466,-71.44036651
-31.18205208,-71.4436277
-31.17305756,-71.44688889
-31.16406303,-71.45015008
-31.15506851,-71.45341127
-31.14607398,-71.45667246
-31.13707946,-71.45993365
-31.12808494,-71.46319484
-31.11909041,-71.46645603
-31.11009589,-71.46971722
-31.10110136,-71.47297841
-31.09210684,-71.4762396
-31.08311232,-71.47950079
-31.07411779,-71.48276198
-31.06512327,-71.48602317
-31.05612874,-71.48928436
-31.04713422,-71.49254555
-31.0381397,-71.49580674
-31.02914517,-71.49906793
-31.02015065,-71.50232912
-31.01115612,-71.50559031
-31.0021616,-71.5088515
-30.99316708,-71.51211269
-30.98417255,-71.51537388
-30.97517803,-71.51863507
-30.9661835,-71.52189626
-30.95718898,-71.52515745
-30.94819446,-71.52841864
-30.93919993,-71.53167983
-30.93020541,-71.53494102
-30.92121088,-71.53820221
-30.91221636,-71.5414634
-30.90322184,-71.54472459
-30.89422731,-71.54798578
-30.88523279,-71.55124697
-30.87623826,-71.55450816
-30.86724374,-71.55776935
-30.85824922,-71.56103054
-30.84925469,-71.56429173
-30.84026017,-71.56755292
-30.83126564,-71.57081411
-30.82227112,-71.5740753
-30.8132766,-71.57733649
-30.80428207,-71.58059768
-30.79528755,-71.58385887
-30.78629302,-71.58712006
-30.7772985,-71.59038125
-30.76830398,-71.59364244
-30.75930945,-71.59690363
-30.75031493,-71.60016482
-30.7413204,-71.60342601
-30.73232588,-71.6066872
-30.72333136,-71.60994839
-30.71433683,-71.61320958
-30.70534231,-71.61647077
-30.69634778,-71.61973196
-30.68735326,-71.62299315
-30.67835874,-71.62625434
-30.66936421,-71.62951553
-30.66036969,-71.63277672
-30.65137516,-71.63603791
-30.64238064,-71.6392991
-30.63338612,-71.64256029
-30.62439159,-71.64582148
-30.61539707,-71.64908267
-30.60640254,-71.65234386
-30.59740802,-71.65560505
-30.5884135,-71.65886624
-30.57941897,-71.66212743
-30.57042445,-71.66538862
-30.56142992,-71.66864981
-30.5524354,-71.671911
-30.54344088,-71.67517219
-30.53444635,-71.67843338
-30.52545183,-71.68169457
-30.5164573,-71.68495576
-30.50746278,-71.68821695
-30.49846826,-71.69147814
-30.48947373,-71.69473933
-30.48047921,-71.69800052
-30.47148468,-71.70126171
-30.46249016,-71.7045229
-30.45349564,-71.70778409
-30.44450111,-71.71104528
-30.43550659,-71.71430647
-30.42651206,-71.71756766
-30.41751754,-71.72082885
-30.40852302,-71.72409004
-30.39952849,-71.72735123
-30.39053397,-71.73061242
-30.38153944,-71.73387361
-30.37254492,-71.7371348
-30.3635504,-71.74039599
-30.35455587,-71.74365718
-30.34556135,-71.74691837
-30.33656682,-71.75017956
-30.3275723,-71.75344075
-30.31857778,-71.75670194
-30.30958325,-71.75996313
-30.30058873,-71.76322432
-30.2915942,-71.76648551
-30.28259968,-71.7697467
-30.27360516,-71.77300789
-30.26461063,-71.77626908
-30.25561611,-71.77953027
-30.24662158,-71.78279146
-30.23762706,-71.78605265
-30.22863254,-71.78931384
-30.21963801,-71.79257503
-30.21064349,-71.79583622
-30.20164896,-71.79909741
-30.19265444,-71.8023586
-30.18365992,-71.80561979
-30.17466539,-71.80888098
-30.16567087,-71.81214217
-30.15667634,-71.81540336
-30.14768182,-71.81866455
-30.1386873,-71.82192574
-30.12969277,-71.82518693
-30.12069825,-71.82844812
-30.11170372,-71.83170931
-30.1027092,-71.8349705
-30.09371468,-71.83823169
-30.08472015,-71.84149288
-30.07572563,-71.84475407
-30.0667311,-71.84801526
-30.05773658,-71.85127645
-30.04874206,-71.85453764
-30.03974753,-71.85779883
-30.03075301,-71.86106002
-30.02175848,-71.86432121
-30.01276396,-71.8675824
-30.00376944,-71.87084359
-29.99477491,-71.87410478
-29.98578039,-71.87736597
-29.97678586,-71.88062716
-29.96779134,-71.88388835
-29.95879682,-71.88714954
-29.94980229,-71.89041073
-29.94080777,-71.89367192
-29.93181324,-71.89693311
-29.92281872,-71.9001943
-29.9138242,-71.90345549
-29.90482967,-71.90671668
-29.89583515,-71.90997787
-29.88684062,-71.91323906
-29.8778461,-71.91650025
-29.86885158,-71.91976144
-29.85985705,-71.92302263
-29.85086253,-71.92628382
-29.841868,-71.92954501
-29.83287348,-71.9328062
-29.82387896,-71.93606739
-29.81488443,-71.93932858
-29.80588991,-71.94258977
-29.79689538,-71.94585096
-29.78790086,-71.94911215
-29.77890634,-71.95237334
-29.76991181,-71.95563453
-29.76091729,-71.95889572
-29.75192276,-71.96215691
-29.74292824,-71.9654181
-29.73393372,-71.96867929
-29.72493919,-71.97194048
-29.71594467,-71.97520167
-29.70695014,-71.97846286
-29.69795562,-71.98172405
-29.6889611,-71.98498524
-29.67996657,-71.98824643
-29.67097205,-71.99150762
-29.66197752,-71.99476881
-29.652983,-71.99803
-29.64398848,-72.00129119
-29.63499395,-72.00455238
-29.62599943,-72.00781357
-29.6170049,-72.01107476
-29.60801038,-72.01433595
-29.59901586,-72.01759714
-29.59002133,-72.02085833
-29.58102681,-72.02411952
-29.57203228,-72.02738071
-29.56303776,-72.0306419
-29.55404324,-72.03390309
-29.54504871,-72.03716428
-29.53605419,-72.04042547
-29.52705966,-72.04368666
-29.51806514,-72.04694785
-29.50907062,-72.05020904
-29.50007609,-72.05347023
-29.49108157,-72.05673142
-29.48208704,-72.05999261
-29.47309252,-72.0632538
-29.464098,-72.06651499
-29.45510347,-72.06977618
-29.44610895,-72.07303737
-29.43711442,-72.07629856
-29.4281199,-72.07955975
-29.41912538,-72.08282094
-29.41013085,-72.08608213
-29.40113633,-72.08934332
-29.3921418,-72.09260451
-29.38314728,-72.0958657
-29.37415276,-72.09912689
-29.36515823,-72.10238808
-29.35616371,-72.10564927
-29.34716918,-72.10891046
-29.33817466,-72.11217165
-29.32918014,-72.11543284
-29.32018561,-72.11869403
-29.31119109,-72.12195522
-29.30219656,-72.12521641
-29.29320204,-72.1284776
-29.28420752,-72.13173879
-29.27521299,-72.13499998
-29.26621847,-72.13826117
-29.25722394,-72.14152236
-29.24822942,-72.14478355
-29.2392349,-72.14804474
-29.23024037,-72.15130593
-29.22124585,-72.15456712
-29.21225132,-72.15782831
-29.2032568,-72.1610895
-29.19426228,-72.16435069
-29.18526775,-72.16761188
-29.17627323,-72.17087307
-29.1672787,-72.17413426
-29.15828418,-72.17739545
-29.14928966,-72.18065664
-29.14029513,-72.18391783
-29.13130061,-72.18717902
-29.12230608,-72.19044021
-29.11331156,-72.1937014
-29.10431704,-72.19696259
-29.09532251,-72.20022378
-29.08632799,-72.20348497
-29.07733346,-72.20674616
-29.06833894,-72.21000735
-29.05934442,-72.21326854
-29.05034989,-72.21652973
-29.04135537,-72.21979092
-29.03236084,-72.22305211
-29.02336632,-72.2263133
-29.0143718,-72.22957449
-29.00537727,-72.23283568
-28.99638275,-72.23609687
-28.98738822,-72.23935806
-28.9783937,-72.24261925
-28.96939918,-72.24588044
-28.96040465,-72.24914163
-28.95141013,-72.25240282
-28.9424156,-72.25566401
-28.93342108,-72.2589252
-28.92442656,-72.26218639
-28.91543203,-72.26544758
-28.90643751,-72.26870877
-28.89744298,-72.27196996
-28.88844846,-72.27523115
-28.87945394,-72.27849234
-28.87045941,-72.28175353
-28.86146489,-72.28501472
-28.85247036,-72.28827591
-28.84347584,-72.2915371
-28.83448132,-72.29479829
-28.82548679,-72.29805948
-28.81649227,-72.30132067
-28.80749774,-72.30458186
-28.79850322,-72.30784305
-28.7895087,-72.31110424
-28.78051417,-72.31436543
-28.77151965,-72.31762662
-28.76252512,-72.32088781
-28.7535306,-72.324149
-28.74453608,-72.32741019
-28.73554155,-72.33067138
-28.72654703,-72.33393257
-28.7175525,-72.33719376
-28.70855798,-72.34045495
-28.69956346,-72.34371614
-28.69056893,-72.34697733
-28.68157441,-72.35023852
-28.67257988,-72.35349971
-28.66358536,-72.3567609
-28.65459084,-72.36002209
-28.64559631,-72.36328328
-28.63660179,-72.36654447
-28.62760726,-72.36980566
-28.61861274,-72.37306685
-28.60961822,-72.37632804
-28.60062369,-72.37958923
-28.59162917,-72.38285042
-28.58263464,-72.38611161
-28.57364012,-72.3893728
-28.5646456,-72.39263399
-28.55565107,-72.39589518
-28.54665655,-72.39915637
-28.53766202,-72.40241756
-28.5286675,-72.40567875
-28.51967298,-72.40893994
-28.51067845,-72.41220113
-28.50168393,-72.41546232
-28.4926894,-72.41872351
-28.48369488,-72.4219847
-28.47470036,-72.42524589
-28.46570583,-72.42850708
-28.45671131,-72.43176827
-28.44771678,-72.43502946
-28.43872226,-72.43829065
-28.42972774,-72.44155184
-28.42073321,-72.44481303
-28.41173869,-72.44807422
-28.40274416,-72.45133541
-28.39374964,-72.4545966
-28.38475512,-72.45785779
-28.37576059,-72.46111898
-28.36676607,-72.46438017
-28.35777154,-72.46764136
-28.34877702,-72.47090255
-28.3397825,-72.47416374
-28.33078797,-72.47742493
-28.32179345,-72.48068612
-28.31279892,-72.48394731
-28.3038044,-72.4872085
-28.29480988,-72.49046969
-28.28581535,-72.49373088
-28.27682083,-72.49699207
-28.2678263,-72.50025326
-28.25883178,-72.50351445
-28.24983726,-72.50677564
-28.24084273,-72.51003683
-28.23184821,-72.51329802
-28.22285368,-72.51655921
-28.21385916,-72.5198204
-28.20486464,-72.52308159
-28.19587011,-72.52634278
-28.18687559,-72.52960397
-28.17788106,-72.53286516
-28.16888654,-72.53612635
-28.15989202,-72.53938754
-28.15089749,-72.54264873
-28.14190297,-72.54590992
-28.13290844,-72.54917111
-28.12391392,-72.5524323
-28.1149194,-72.55569349
-28.10592487,-72.55895468
-28.09693035,-72.56221587
-28.08793582,-72.56547706
-28.0789413,-72.56873825
-28.06994678,-72.57199944
-28.06095225,-72.57526063
-28.05195773,-72.57852182
-28.0429632,-72.58178301
-28.03396868,-72.5850442
-28.02497416,-72.58830539
-28.01597963,-72.59156658
-28.00698511,-72.59482777
-27.99799058,-72.59808896
-27.98899606,-72.60135015
-27.98000154,-72.60461134
-27.97100701,-72.60787253
-27.96201249,-72.61113372
-27.95301796,-72.61439491
-27.94402344,-72.6176561
-27.93502892,-72.62091729
-27.92603439,-72.62417848
-27.91703987,-72.62743967
-27.90804534,-72.63070086
-27.89905082,-72.63396205
-27.8900563,-72.63722324
-27.88106177,-72.64048443
-27.87206725,-72.64374562
-27.86307272,-72.64700681
-27.8540782,-72.650268
-27.84508368,-72.65352919
-27.83608915,-72.65679038
-27.82709463,-72.66005157
-27.8181001,-72.66331276
-27.80910558,-72.66657395
-27.80011106,-72.66983514
-27.79111653,-72.67309633
-27.78212201,-72.67635752
-27.77312748,-72.67961871
-27.76413296,-72.6828799
-27.75513844,-72.68614109
-27.74614391,-72.68940228
-27.73714939,-72.69266347
-27.72815486,-72.69592466
-27.71916034,-72.69918585
-27.71016582,-72.70244704
-27.70117129,-72.70570823
-27.69217677,-72.70896942
-27.68318224,-72.71223061
-27.67418772,-72.7154918
-27.6651932,-72.71875299
-27.65619867,-72.72201418
-27.64720415,-72.72527537
-27.63820962,-72.72853656
-27.6292151,-72.73179775
-27.62022058,-72.73505894
-27.61122605,-72.73832013
-27.60223153,-72.74158132
-27.593237,-72.74484251
-27.58424248,-72.7481037
-27.57524796,-72.75136489
-27.56625343,-72.75462608
-27.55725891,-72.75788727
-27.54826438,-72.76114846
-27.53926986,-72.76440965
-27.53027534,-72.76767084
-27.52128081,-72.77093203
-27.51228629,-72.77419322
-27.50329176,-72.77745441
-27.49429724,-72.7807156
-27.48530272,-72.78397679
-27.47630819,-72.78723798
-27.46731367,-72.79049917
-27.45831914,-72.79376036
-27.44932462,-72.79702155
-27.4403301,-72.80028274
-27.43133557,-72.80354393
-27.42234105,-72.80680512
-27.41334652,-72.81006631
-27.404352,-72.8133275
-27.39535748,-72.81658869
-27.38636295,-72.81984988
-27.37736843,-72.82311107
-27.3683739,-72.82637226
-27.35937938,-72.82963345
-27.35038486,-72.83289464
-27.34139033,-72.83615583
-27.33239581,-72.83941702
-27.32340128,-72.84267821
-27.31440676,-72.8459394
-27.30541224,-72.84920059
-27.29641771,-72.85246178
-27.28742319,-72.85572297
-27.27842866,-72.85898416
-27.26943414,-72.86224535
-27.26043962,-72.86550654
-27.25144509,-72.86876773
-27.24245057,-72.87202892
-27.23345604,-72.87529011
-27.22446152,-72.8785513
-27.215467,-72.88181249
-27.20647247,-72.88507368
-27.19747795,-72.88833487
-27.18848342,-72.89159606
-27.1794889,-72.89485725
-27.17049438,-72.89811844
-27.16149985,-72.90137963
-27.15250533,-72.90464082
-27.1435108,-72.90790201
-27.13451628,-72.9111632
-27.12552176,-72.91442439
-27.11652723,-72.91768558
-27.10753271,-72.92094677
-27.09853818,-72.92420796
-27.08954366,-72.92746915
-27.08054914,-72.93073034
-27.07155461,-72.93399153
-27.06256009,-72.93725272
-27.05356556,-72.94051391
-27.04457104,-72.9437751
-27.03557652,-72.94703629
-27.02658199,-72.95029748
-27.01758747,-72.95355867
-27.00859294,-72.95681986
-26.99959842,-72.96008105
-26.9906039,-72.96334224
-26.98160937,-72.96660343
-26.97261485,-72.96986462
-26.96362032,-72.97312581
-26.9546258,-72.976387
-26.94563128,-72.97964819
-26.93663675,-72.98290938
-26.92764223,-72.98617057
-26.9186477,-72.98943176
-26.90965318,-72.99269295
-26.90065866,-72.99595414
-26.89166413,-72.99921533
-26.88266961,-73.00247652
-26.87367508,-73.00573771
-26.86468056,-73.0089989
-26.85568604,-73.01226009
-26.84669151,-73.01552128
-26.83769699,-73.01878247
-26.82870246,-73.02204366
-26.81970794,-73.02530485
-26.81071342,-73.02856604
-26.80171889,-73.03182723
-26.79272437,-73.03508842
-26.78372984,-73.03834961
-26.77473532,-73.0416108
-26.7657408,-73.04487199
-26.75674627,-73.04813318
-26.74775175,-73.05139437
-26.73875722,-73.05465556
-26.7297627,-73.05791675
-26.72076818,-73.06117794
-26.71177365,-73.06443913
-26.70277913,-73.06770032
-26.6937846,-73.07096151
-26.68479008,-73.0742227
-26.67579556,-73.07748389
-26.66680103,-73.08074508
-26.65780651,-73.08400627
-26.64881198,-73.08726746
-26.63981746,-73.09052865
-26.63082294,-73.09378984
-26.62182841,-73.09705103
-26.61283389,-73.10031222
-26.60383936,-73.10357341
-26.59484484,-73.1068346
-26.58585032,-73.11009579
-26.57685579,-73.11335698
-26.56786127,-73.11661817
-26.55886674,-73.11987936
-26.54987222,-73.12314055
-26.5408777,-73.12640174
-26.53188317,-73.12966293
-26.52288865,-73.13292412
-26.51389412,-73.13618531
-26.5048996,-73.1394465
-26.49590508,-73.14270769
-26.48691055,-73.14596888
-26.47791603,-73.14923007
-26.4689215,-73.15249126
-26.45992698,-73.15575245
-26.45093246,-73.15901364
-26.44193793,-73.16227483
-26.43294341,-73.16553602
-26.42394888,-73.16879721
-26.41495436,-73.1720584
-26.40595984,-73.17531959
-26.39696531,-73.17858078
-26.38797079,-73.18184197
-26.37897626,-73.18510316
-26.36998174,-73.18836435
-26.36098722,-73.19162554
-26.35199269,-73.19488673
-26.34299817,-73.19814792
-26.33400364,-73.20140911
-26.32500912,-73.2046703
-26.3160146,-73.20793149
-26.30702007,-73.21119268
-26.29802555,-73.21445387
-26.28903102,-73.21771506
-26.2800365,-73.22097625
-26.27104198,-73.22423744
-26.26204745,-73.22749863
-26.25305293,-73.23075982
-26.2440584,-73.23402101
-26.23506388,-73.2372822
-26.22606936,-73.24054339
-26.21707483,-73.24380458
-26.20808031,-73.24706577
-26.19908578,-73.25032696
-26.19009126,-73.25358815
-26.18109674,-73.25684934
-26.17210221,-73.26011053
-26.16310769,-73.26337172
-26.15411316,-73.26663291
-26.14511864,-73.2698941
-26.13612412,-73.27315529
-26.12712959,-73.27641648
-26.11813507,-73.27967767
-26.10914054,-73.28293886
-26.10014602,-73.28620005
-26.0911515,-73.28946124
-26.08215697,-73.29272243
-26.07316245,-73.29598362
-26.06416792,-73.29924481
-26.0551734,-73.302506
-26.04617888,-73.30576719
-26.03718435,-73.30902838
-26.02818983,-73.31228957
-26.0191953,-73.31555076
-26.01020078,-73.31881195
-26.00120626,-73.32207314
-25.99221173,-73.32533433
-25.98321721,-73.32859552
-25.97422268,-73.33185671
-25.96522816,-73.3351179
-25.95623364,-73.33837909
-25.94723911,-73.34164028
-25.93824459,-73.34490147
-25.92925006,-73.34816266
-25.92025554,-73.35142385
-25.91126102,-73.35468504
-25.90226649,-73.35794623
-25.89327197,-73.36120742
-25.88427744,-73.36446861
-25.87528292,-73.3677298
-25.8662884,-73.37099099
-25.85729387,-73.37425218
-25.84829935,-73.37751337
-25.83930482,-73.38077456
-25.8303103,-73.38403575
-25.82131578,-73.38729694
-25.81232125,-73.39055813
-25.80332673,-73.39381932
-25.7943322,-73.39708051
-25.78533768,-73.4003417
-25.77634316,-73.40360289
-25.76734863,-73.40686408
-25.75835411,-73.41012527
-25.74935958,-73.41338646
-25.74036506,-73.41664765
-25.73137054,-73.41990884
-25.72237601,-73.42317003
-25.71338149,-73.42643122
-25.70438696,-73.42969241
-25.69539244,-73.4329536
-25.68639792,-73.43621479
-25.67740339,-73.43947598
-25.66840887,-73.44273717
-25.65941434,-73.44599836
-25.65041982,-73.44925955
-25.6414253,-73.45252074
-25.63243077,-73.45578193
-25.62343625,-73.45904312
-25.61444172,-73.46230431
-25.6054472,-73.4655655
-25.59645268,-73.46882669
-25.58745815,-73.47208788
-25.57846363,-73.47534907
-25.5694691,-73.47861026
-25.56047458,-73.48187145
-25.55148006,-73.48513264
-25.54248553,-73.48839383
-25.53349101,-73.49165502
-25.52449648,-73.49491621
-25.51550196,-73.4981774
-25.50650744,-73.50143859
-25.49751291,-73.50469978
-25.48851839,-73.50796097
-25.47952386,-73.51122216
-25.47052934,-73.51448335
-25.46153482,-73.51774454
-25.45254029,-73.52100573
-25.44354577,-73.52426692
-25.43455124,-73.52752811
-25.42555672,-73.5307893
-25.4165622,-73.53405049
-25.40756767,-73.53731168
-25.39857315,-73.54057287
-25.38957862,-73.54383406
-25.3805841,-73.54709525
-25.37158958,-73.55035644
-25.36259505,-73.55361763
-25.35360053,-73.55687882
-25.344606,-73.56014001
-25.33561148,-73.5634012
-25.32661696,-73.56666239
-25.31762243,-73.56992358
-25.30862791,-73.57318477
-25.29963338,-73.57644596
-25.29063886,-73.57970715
-25.28164434,-73.58296834
-25.27264981,-73.58622953
-25.26365529,-73.58949072
-25.25466076,-73.59275191
-25.24566624,-73.5960131
-25.23667172,-73.59927429
-25.22767719,-73.60253548
-25.21868267,-73.60579667
-25.20968814,-73.60905786
-25.20069362,-73.61231905
-25.1916991,-73.61558024
-25.18270457,-73.61884143
-25.17371005,-73.62210262
-25.16471552,-73.62536381
